start,end,nbodies,niter,threads
4137361.949828,4137376.173135,4096,1000,14
4143591.266861,4143742.775345,4096,1000,1
4143742.790502,4143819.197021,4096,1000,2
4143819.213421,4143877.580523,4096,1000,3
4143877.587992,4143927.636906,4096,1000,4
4143927.645150,4143965.604699,4096,1000,5
4143965.620990,4143999.192559,4096,1000,6
4143999.200597,4144024.997188,4096,1000,7
4144025.005951,4144049.666811,4096,1000,8
4144049.682240,4144070.248045,4096,1000,9
4144070.256794,4144089.346581,4096,1000,10
4144089.355097,4144107.633123,4096,1000,11
4144107.643818,4144123.575589,4096,1000,12
4144123.583224,4144140.930800,4096,1000,13
4144140.938692,4144154.837740,4096,1000,14
4144154.845738,4144294.128865,4096,1000,1
4144294.145893,4144372.885453,4096,1000,2
4144372.902408,4144440.604218,4096,1000,3
4144440.612625,4144489.285561,4096,1000,4
4144489.293259,4144523.638742,4096,1000,5
4144523.654585,4144556.604061,4096,1000,6
4144556.612027,4144583.775793,4096,1000,7
4144583.791357,4144608.516288,4096,1000,8
4144608.524725,4144630.102089,4096,1000,9
4144630.114904,4144649.196364,4096,1000,10
4144649.204567,4144668.227120,4096,1000,11
4144668.236055,4144683.841886,4096,1000,12
4144683.850216,4144701.045298,4096,1000,13
4144701.053901,4144716.361994,4096,1000,14
4144716.369947,4144859.311624,4096,1000,1
4144859.328139,4144941.542572,4096,1000,2
4144941.550538,4145002.562173,4096,1000,3
4145002.570505,4145050.625875,4096,1000,4
4145050.633250,4145087.968544,4096,1000,5
4145087.983648,4145120.410268,4096,1000,6
4145120.420304,4145147.954877,4096,1000,7
4145147.972410,4145172.388683,4096,1000,8
4145172.397407,4145194.669952,4096,1000,9
4145194.678482,4145213.725782,4096,1000,10
4145213.733881,4145232.514445,4096,1000,11
4145232.523440,4145246.726765,4096,1000,12
4145246.734329,4145262.273263,4096,1000,13
4145262.281165,4145274.972682,4096,1000,14
4145274.985186,4145414.431069,4096,1000,1
4145414.450228,4145496.123091,4096,1000,2
4145496.133591,4145559.704471,4096,1000,3
4145559.725211,4145609.494481,4096,1000,4
4145609.504905,4145647.101789,4096,1000,5
4145647.110151,4145680.177729,4096,1000,6
4145680.187648,4145707.366543,4096,1000,7
4145707.375513,4145732.286593,4096,1000,8
4145732.295858,4145754.437474,4096,1000,9
4145754.448576,4145772.459552,4096,1000,10
4145772.476042,4145790.938332,4096,1000,11
4145790.955302,4145805.585681,4096,1000,12
4145805.593618,4145821.671486,4096,1000,13
4145821.679860,4145834.159996,4096,1000,14
4145834.168042,4145973.854859,4096,1000,1
4145973.873687,4146056.862833,4096,1000,2
4146056.876641,4146116.138127,4096,1000,3
4146116.154330,4146165.475733,4096,1000,4
4146165.485109,4146202.040193,4096,1000,5
4146202.047979,4146235.152543,4096,1000,6
4146235.170109,4146261.276724,4096,1000,7
4146261.284956,4146285.455453,4096,1000,8
4146285.466378,4146307.175146,4096,1000,9
4146307.183526,4146326.887600,4096,1000,10
4146326.894872,4146345.606298,4096,1000,11
4146345.616930,4146360.317143,4096,1000,12
4146360.326030,4146376.612372,4096,1000,13
4146376.626040,4146389.417069,4096,1000,14
4146389.424717,4146529.073395,4096,1000,1
4146529.089461,4146609.797353,4096,1000,2
4146609.811794,4146668.929531,4096,1000,3
4146668.946659,4146717.339387,4096,1000,4
4146717.346832,4146752.308276,4096,1000,5
4146752.325026,4146785.571963,4096,1000,6
4146785.579693,4146813.587294,4096,1000,7
4146813.594910,4146838.272636,4096,1000,8
4146838.288354,4146859.622140,4096,1000,9
4146859.633585,4146878.035821,4096,1000,10
4146878.043385,4146896.534831,4096,1000,11
4146896.543449,4146911.324819,4096,1000,12
4146911.332222,4146926.824383,4096,1000,13
4146926.837911,4146939.364328,4096,1000,14
4146939.372199,4147088.674272,4096,1000,1
4147088.691262,4147169.097519,4096,1000,2
4147169.106167,4147225.104191,4096,1000,3
4147225.111074,4147273.810919,4096,1000,4
4147273.819145,4147311.651393,4096,1000,5
4147311.667734,4147344.490525,4096,1000,6
4147344.500233,4147371.883041,4096,1000,7
4147371.891488,4147395.794370,4096,1000,8
4147395.810800,4147417.074328,4096,1000,9
4147417.081798,4147436.821944,4096,1000,10
4147436.829867,4147455.925068,4096,1000,11
4147455.933348,4147470.629155,4096,1000,12
4147470.638470,4147486.533717,4096,1000,13
4147486.542103,4147500.666247,4096,1000,14
4147500.673840,4147642.783614,4096,1000,1
4147642.791879,4147723.275638,4096,1000,2
4147723.284049,4147777.735583,4096,1000,3
4147777.742866,4147827.048858,4096,1000,4
4147827.057348,4147862.215303,4096,1000,5
4147862.231880,4147894.714830,4096,1000,6
4147894.723309,4147921.234855,4096,1000,7
4147921.242445,4147945.499845,4096,1000,8
4147945.508426,4147966.971390,4096,1000,9
4147966.980172,4147986.679367,4096,1000,10
4147986.687794,4148005.084081,4096,1000,11
4148005.100437,4148019.747296,4096,1000,12
4148019.755432,4148035.512567,4096,1000,13
4148035.520533,4148048.604223,4096,1000,14
4148048.611960,4148188.816668,4096,1000,1
4148188.834142,4148268.699547,4096,1000,2
4148268.716282,4148332.501025,4096,1000,3
4148332.516352,4148380.412015,4096,1000,4
4148380.429249,4148418.001518,4096,1000,5
4148418.009435,4148451.418581,4096,1000,6
4148451.428019,4148478.490527,4096,1000,7
4148478.498159,4148503.340802,4096,1000,8
4148503.349192,4148524.487401,4096,1000,9
4148524.495687,4148544.615388,4096,1000,10
4148544.631829,4148563.361876,4096,1000,11
4148563.370249,4148577.901086,4096,1000,12
4148577.908576,4148593.744360,4096,1000,13
4148593.752256,4148606.265057,4096,1000,14
4148606.273030,4148745.949596,4096,1000,1
4148745.966345,4148821.197773,4096,1000,2
4148821.205294,4148886.225638,4096,1000,3
4148886.242308,4148937.148250,4096,1000,4
4148937.164520,4148973.243454,4096,1000,5
4148973.251051,4149006.146618,4096,1000,6
4149006.155016,4149033.415676,4096,1000,7
4149033.431870,4149057.811102,4096,1000,8
4149057.820535,4149079.132167,4096,1000,9
4149079.141515,4149099.452441,4096,1000,10
4149099.466552,4149118.137495,4096,1000,11
4149118.145652,4149132.850038,4096,1000,12
4149132.867249,4149148.902406,4096,1000,13
4149148.910603,4149161.541889,4096,1000,14
4149161.554394,4149301.062701,4096,1000,1
4149301.077143,4149380.581737,4096,1000,2
4149380.598026,4149440.353054,4096,1000,3
4149440.369835,4149489.956303,4096,1000,4
4149489.964672,4149527.313324,4096,1000,5
4149527.332145,4149560.182719,4096,1000,6
4149560.191629,4149586.657686,4096,1000,7
4149586.665514,4149611.589590,4096,1000,8
4149611.598754,4149633.072372,4096,1000,9
4149633.088688,4149653.001228,4096,1000,10
4149653.012880,4149671.898553,4096,1000,11
4149671.907228,4149686.449986,4096,1000,12
4149686.460334,4149702.929918,4096,1000,13
4149702.939532,4149715.813256,4096,1000,14
4149715.821766,4149857.191064,4096,1000,1
4149857.201548,4149938.611646,4096,1000,2
4149938.621599,4149994.421695,4096,1000,3
4149994.428805,4150041.706663,4096,1000,4
4150041.715444,4150078.639089,4096,1000,5
4150078.647561,4150111.801137,4096,1000,6
4150111.809155,4150141.209977,4096,1000,7
4150141.219807,4150166.066686,4096,1000,8
4150166.074581,4150187.559016,4096,1000,9
4150187.574599,4150207.484204,4096,1000,10
4150207.493435,4150226.172048,4096,1000,11
4150226.180952,4150240.718871,4096,1000,12
4150240.726901,4150258.260838,4096,1000,13
4150258.269168,4150271.962713,4096,1000,14
4150271.970214,4150420.609662,4096,1000,1
4150420.620470,4150498.951979,4096,1000,2
4150498.968384,4150562.756050,4096,1000,3
4150562.764370,4150611.667817,4096,1000,4
4150611.676857,4150647.163993,4096,1000,5
4150647.174065,4150680.185165,4096,1000,6
4150680.202298,4150707.181440,4096,1000,7
4150707.195776,4150731.985251,4096,1000,8
4150731.993508,4150752.929009,4096,1000,9
4150752.949067,4150770.752364,4096,1000,10
4150770.760550,4150789.241508,4096,1000,11
4150789.257237,4150804.269059,4096,1000,12
4150804.280460,4150819.802497,4096,1000,13
4150819.810647,4150832.341421,4096,1000,14
